>>> Hostname is uaf-10.t2.ucsd.edu
inputs : /home/users/joytzphysics//ttdilep/output0.root

                                                                                                    
RooUtil:: Adding /home/users/joytzphysics//ttdilep/output0.root

                                                                                                    
RooUtil:: Start EventLooping

                                                                                                    
RooUtil:: System info:
uaf-10.t2.ucsd.edu
Linux uaf-10.t2.ucsd.edu 5.14.13-1.el7.elrepo.x86_64 #1 SMP Fri Oct 15 13:26:13 EDT 2021 x86_64 x86_64 x86_64 GNU/Linux
Fri Jul 29 18:55:29 PDT 2022
joytzphysics
/home/users/joytzphysics/NanoLooper

                                                                                                    
RooUtil::  _

                                                                                                    
RooUtil:: /\\

                                                                                                    
RooUtil:: \ \\  \__/ \__/

                                                                                                    
RooUtil::  \ \\ (oo) (oo)  Here we come!

                                                                                                    
RooUtil::   \_\\/~~\_/~~\_

                                                                                                    
RooUtil::  _.-~===========~-._

                                                                                                    
RooUtil:: (___________________)

                                                                                                    
RooUtil::       \_______/

                                                                                                    
RooUtil:: 

                                                                                                    
RooUtil::  Your friendly aliens

                                                                                                    
RooUtil::      Surf & Turf

                                                                                                    
RooUtil:: 

                                                                                                    
RooUtil:: Total Events in this Chain to process = 1675664

                                                                                                    
RooUtil:: TTreeCache enabled

                                                                                                    
RooUtil:: Looping /home/users/joytzphysics//ttdilep/output0.root/TTree:Events
RooUtil:: \|....................| 0.0 % (433/1675664) with  [146 Hz]   ETA 03:10:26         
RooUtil:: ||....................| 0.0 % (451/1675664) with  [152 Hz]   ETA 03:02:49         
RooUtil:: /|....................| 0.0 % (466/1675664) with  [157 Hz]   ETA 02:56:56         
RooUtil:: -|....................| 0.0 % (481/1675664) with  [162 Hz]   ETA 02:51:25         
RooUtil:: \|....................| 0.0 % (496/1675664) with  [167 Hz]   ETA 02:46:14         
RooUtil:: ||....................| 0.0 % (511/1675664) with  [173 Hz]   ETA 02:41:21         
RooUtil:: /|....................| 0.0 % (526/1675664) with  [178 Hz]   ETA 02:36:45         
RooUtil:: -|....................| 0.0 % (541/1675664) with  [183 Hz]   ETA 02:32:24         
RooUtil:: \|....................| 0.0 % (556/1675664) with  [188 Hz]   ETA 02:28:18         
RooUtil:: ||....................| 0.0 % (571/1675664) with  [193 Hz]   ETA 02:24:24         
RooUtil:: /|....................| 0.0 % (586/1675664) with  [198 Hz]   ETA 02:20:42         
RooUtil:: -|....................| 0.0 % (601/1675664) with  [203 Hz]   ETA 02:17:12         
RooUtil:: \|....................| 0.0 % (616/1675664) with  [208 Hz]   ETA 02:13:52         
RooUtil:: ||....................| 0.0 % (631/1675664) with  [213 Hz]   ETA 02:10:41         
RooUtil:: /|....................| 0.0 % (646/1675664) with  [218 Hz]   ETA 02:07:39         
RooUtil:: -|....................| 0.0 % (661/1675664) with  [223 Hz]   ETA 02:04:46         
RooUtil:: \|....................| 0.0 % (676/1675664) with  [228 Hz]   ETA 02:02:00         
RooUtil:: ||....................| 0.0 % (691/1675664) with  [233 Hz]   ETA 01:59:21         
RooUtil:: /|....................| 0.0 % (706/1675664) with  [238 Hz]   ETA 01:56:49         
RooUtil:: ||==..................| 11.3 % (188893/1675664) with  [17851 Hz]   ETA 00:01:23         
RooUtil:: /|==..................| 11.3 % (189264/1675664) with  [17876 Hz]   ETA 00:01:23         
RooUtil:: -|==..................| 11.3 % (189529/1675664) with  [17895 Hz]   ETA 00:01:23         
RooUtil:: \|==..................| 11.3 % (189741/1675664) with  [17911 Hz]   ETA 00:01:22         
RooUtil:: ||==..................| 11.3 % (189900/1675664) with  [17922 Hz]   ETA 00:01:22         
RooUtil:: /|==..................| 11.3 % (190006/1675664) with  [17912 Hz]   ETA 00:01:22         
RooUtil:: -|==..................| 11.5 % (193483/1675664) with  [18008 Hz]   ETA 00:01:22         
RooUtil:: \|==..................| 11.6 % (194509/1675664) with  [18013 Hz]   ETA 00:01:22         
RooUtil:: ||==..................| 11.6 % (194563/1675664) with  [18005 Hz]   ETA 00:01:22         
RooUtil:: /|==..................| 11.8 % (198111/1675664) with  [18133 Hz]   ETA 00:01:21         
RooUtil:: -|==..................| 11.9 % (199486/1675664) with  [18121 Hz]   ETA 00:01:21         
RooUtil:: \|==..................| 12.1 % (203001/1675664) with  [18266 Hz]   ETA 00:01:20         
RooUtil:: ||==..................| 12.2 % (204625/1675664) with  [18293 Hz]   ETA 00:01:20         
RooUtil:: /|==..................| 12.2 % (204905/1675664) with  [18308 Hz]   ETA 00:01:20         
RooUtil:: -|==..................| 12.2 % (205073/1675664) with  [18283 Hz]   ETA 00:01:20         
RooUtil:: \|==..................| 12.4 % (208450/1675664) with  [18394 Hz]   ETA 00:01:19         
RooUtil:: ||==..................| 12.5 % (209704/1675664) with  [18403 Hz]   ETA 00:01:19         
RooUtil:: /|==..................| 12.5 % (209818/1675664) with  [18411 Hz]   ETA 00:01:19         
RooUtil:: -|==..................| 12.5 % (209932/1675664) with  [18418 Hz]   ETA 00:01:19         
RooUtil:: \|==..................| 12.5 % (209989/1675664) with  [18422 Hz]   ETA 00:01:19         
RooUtil:: ||==..................| 12.5 % (210046/1675664) with  [18426 Hz]   ETA 00:01:19         
RooUtil:: /|==..................| 12.5 % (210103/1675664) with  [18430 Hz]   ETA 00:01:19         
RooUtil:: -|==..................| 12.5 % (210160/1675664) with  [18431 Hz]   ETA 00:01:19         
RooUtil:: \|==..................| 12.8 % (213847/1675664) with  [18514 Hz]   ETA 00:01:18         
RooUtil:: ||==..................| 12.8 % (214775/1675664) with  [18573 Hz]   ETA 00:01:18         
RooUtil:: /|==..................| 12.9 % (215471/1675664) with  [18580 Hz]   ETA 00:01:18         
RooUtil:: -|==..................| 12.9 % (215587/1675664) with  [18587 Hz]   ETA 00:01:18         
RooUtil:: \|==..................| 12.9 % (215645/1675664) with  [18590 Hz]   ETA 00:01:18         
RooUtil:: ||==..................| 12.9 % (215703/1675664) with  [18594 Hz]   ETA 00:01:18         
RooUtil:: /|==..................| 13.1 % (219422/1675664) with  [18668 Hz]   ETA 00:01:18         
RooUtil:: -|==..................| 13.1 % (220307/1675664) with  [18720 Hz]   ETA 00:01:17         
RooUtil:: \|==..................| 13.2 % (220956/1675664) with  [18654 Hz]   ETA 00:01:17         
RooUtil:: ||==..................| 13.4 % (223861/1675664) with  [18785 Hz]   ETA 00:01:17         
RooUtil:: /|==..................| 13.5 % (225481/1675664) with  [18779 Hz]   ETA 00:01:17         
RooUtil:: -|==..................| 13.7 % (229117/1675664) with  [18845 Hz]   ETA 00:01:16         
RooUtil:: \|==..................| 13.7 % (229971/1675664) with  [18899 Hz]   ETA 00:01:16         
RooUtil:: ||==..................| 13.8 % (230581/1675664) with  [18915 Hz]   ETA 00:01:16         
RooUtil:: /|==..................| 13.8 % (230825/1675664) with  [18930 Hz]   ETA 00:01:16         
RooUtil:: -|==..................| 13.8 % (231008/1675664) with  [18940 Hz]   ETA 00:01:16         
RooUtil:: \|==..................| 13.8 % (231130/1675664) with  [18944 Hz]   ETA 00:01:16         
RooUtil:: ||==..................| 14.0 % (234919/1675664) with  [19035 Hz]   ETA 00:01:15         
RooUtil:: /|==..................| 14.1 % (236097/1675664) with  [19030 Hz]   ETA 00:01:15         
RooUtil:: -|==..................| 14.3 % (239842/1675664) with  [19093 Hz]   ETA 00:01:15         
RooUtil:: \|==..................| 14.4 % (240598/1675664) with  [19093 Hz]   ETA 00:01:15         
RooUtil:: ||==..................| 14.6 % (244417/1675664) with  [19166 Hz]   ETA 00:01:14         
RooUtil:: /|==..................| 14.6 % (245377/1675664) with  [19220 Hz]   ETA 00:01:14         
RooUtil:: -|==..................| 14.7 % (246081/1675664) with  [19225 Hz]   ETA 00:01:14         
RooUtil:: \|==..................| 14.7 % (246145/1675664) with  [19229 Hz]   ETA 00:01:14         
RooUtil:: ||==..................| 14.9 % (249991/1675664) with  [19298 Hz]   ETA 00:01:13         
RooUtil:: /|==..................| 15.0 % (250901/1675664) with  [19328 Hz]   ETA 00:01:13         
RooUtil:: -|==..................| 15.0 % (251291/1675664) with  [19330 Hz]   ETA 00:01:13         
RooUtil:: \|===.................| 15.0 % (251356/1675664) with  [19334 Hz]   ETA 00:01:13         
RooUtil:: ||===.................| 15.2 % (255223/1675664) with  [19426 Hz]   ETA 00:01:13         
RooUtil:: /|===.................| 15.3 % (256477/1675664) with  [19430 Hz]   ETA 00:01:13         
RooUtil:: -|===.................| 15.3 % (256543/1675664) with  [19434 Hz]   ETA 00:01:13         
RooUtil:: \|===.................| 15.5 % (260430/1675664) with  [19497 Hz]   ETA 00:01:12         
RooUtil:: ||===.................| 15.6 % (261301/1675664) with  [19512 Hz]   ETA 00:01:12         
RooUtil:: /|===.................| 15.6 % (261502/1675664) with  [19503 Hz]   ETA 00:01:12         
RooUtil:: -|===.................| 15.8 % (265269/1675664) with  [19557 Hz]   ETA 00:01:12         
RooUtil:: \|===.................| 15.9 % (266017/1675664) with  [19596 Hz]   ETA 00:01:11         
RooUtil:: ||===.................| 15.9 % (266561/1675664) with  [19626 Hz]   ETA 00:01:11         
RooUtil:: /|===.................| 15.9 % (266969/1675664) with  [19646 Hz]   ETA 00:01:11         
RooUtil:: -|===.................| 15.9 % (267241/1675664) with  [19641 Hz]   ETA 00:01:11         
RooUtil:: \|===.................| 16.2 % (271102/1675664) with  [19722 Hz]   ETA 00:01:11         
RooUtil:: ||===.................| 16.2 % (272206/1675664) with  [19687 Hz]   ETA 00:01:11         
RooUtil:: /|===.................| 16.5 % (275661/1675664) with  [19779 Hz]   ETA 00:01:10         
RooUtil:: -|===.................| 16.5 % (276921/1675664) with  [19820 Hz]   ETA 00:01:10         
RooUtil:: \|===.................| 16.6 % (277551/1675664) with  [19853 Hz]   ETA 00:01:10         
RooUtil:: ||===.................| 16.6 % (277971/1675664) with  [19753 Hz]   ETA 00:01:10         
RooUtil:: /|===.................| 16.7 % (280522/1675664) with  [19867 Hz]   ETA 00:01:10         
RooUtil:: -|===.................| 16.8 % (282155/1675664) with  [19853 Hz]   ETA 00:01:10         
RooUtil:: \|===.................| 17.1 % (285913/1675664) with  [19906 Hz]   ETA 00:01:09         
RooUtil:: ||===.................| 17.1 % (286705/1675664) with  [19945 Hz]   ETA 00:01:09         
RooUtil:: /|===.................| 17.1 % (287281/1675664) with  [19957 Hz]   ETA 00:01:09         
RooUtil:: -|===.................| 17.2 % (287425/1675664) with  [19963 Hz]   ETA 00:01:09         
RooUtil:: \|===.................| 17.2 % (287497/1675664) with  [19967 Hz]   ETA 00:01:09         
RooUtil:: ||===.................| 17.2 % (287569/1675664) with  [19971 Hz]   ETA 00:01:09         
RooUtil:: /|===.................| 17.2 % (287641/1675664) with  [19974 Hz]   ETA 00:01:09         
RooUtil:: -|===.................| 17.4 % (291636/1675664) with  [20039 Hz]   ETA 00:01:09         
RooUtil:: \|===.................| 17.5 % (292585/1675664) with  [20031 Hz]   ETA 00:01:09         
RooUtil:: ||===.................| 17.7 % (296519/1675664) with  [20094 Hz]   ETA 00:01:08         
RooUtil:: /|===.................| 17.7 % (297407/1675664) with  [20137 Hz]   ETA 00:01:08         
RooUtil:: -|===.................| 17.8 % (298073/1675664) with  [20111 Hz]   ETA 00:01:08         
RooUtil:: \|===.................| 18.0 % (301726/1675664) with  [20172 Hz]   ETA 00:01:08         
RooUtil:: ||===.................| 18.1 % (302626/1675664) with  [20198 Hz]   ETA 00:01:07         
RooUtil:: /|===.................| 18.1 % (303001/1675664) with  [20214 Hz]   ETA 00:01:07         
RooUtil:: -|===.................| 18.1 % (303226/1675664) with  [20225 Hz]   ETA 00:01:07         
RooUtil:: \|===.................| 18.1 % (303451/1675664) with  [20228 Hz]   ETA 00:01:07         
RooUtil:: ||===.................| 18.4 % (307497/1675664) with  [20245 Hz]   ETA 00:01:07         
RooUtil:: /|===.................| 18.4 % (307801/1675664) with  [20258 Hz]   ETA 00:01:07         
RooUtil:: -|===.................| 18.4 % (307953/1675664) with  [20265 Hz]   ETA 00:01:07         
RooUtil:: \|===.................| 18.4 % (308105/1675664) with  [20272 Hz]   ETA 00:01:07         
RooUtil:: ||===.................| 18.4 % (308181/1675664) with  [20276 Hz]   ETA 00:01:07         
RooUtil:: /|===.................| 18.4 % (308257/1675664) with  [20280 Hz]   ETA 00:01:07         
RooUtil:: -|===.................| 18.4 % (308333/1675664) with  [20283 Hz]   ETA 00:01:07         
RooUtil:: \|===.................| 18.6 % (312390/1675664) with  [20339 Hz]   ETA 00:01:07         
RooUtil:: ||===.................| 18.7 % (313237/1675664) with  [20377 Hz]   ETA 00:01:06         
RooUtil:: /|===.................| 18.7 % (313853/1675664) with  [20355 Hz]   ETA 00:01:06         
RooUtil:: -|===.................| 19.0 % (317617/1675664) with  [20397 Hz]   ETA 00:01:06         
RooUtil:: \|===.................| 19.0 % (318241/1675664) with  [20425 Hz]   ETA 00:01:06         
RooUtil:: ||===.................| 19.0 % (318709/1675664) with  [20374 Hz]   ETA 00:01:06         
RooUtil:: /|===.................| 19.2 % (321926/1675664) with  [20462 Hz]   ETA 00:01:06         
RooUtil:: -|===.................| 19.3 % (323348/1675664) with  [20462 Hz]   ETA 00:01:06         
RooUtil:: \|===.................| 19.5 % (327441/1675664) with  [20519 Hz]   ETA 00:01:05         
RooUtil:: ||===.................| 19.6 % (328321/1675664) with  [20557 Hz]   ETA 00:01:05         
RooUtil:: /|===.................| 19.6 % (328961/1675664) with  [20577 Hz]   ETA 00:01:05         
RooUtil:: -|===.................| 19.7 % (329281/1675664) with  [20592 Hz]   ETA 00:01:05         
RooUtil:: \|===.................| 19.7 % (329521/1675664) with  [20584 Hz]   ETA 00:01:05         
RooUtil:: ||===.................| 19.9 % (333478/1675664) with  [20609 Hz]   ETA 00:01:05         
RooUtil:: /|===.................| 19.9 % (333883/1675664) with  [20583 Hz]   ETA 00:01:05         
RooUtil:: -|====................| 20.1 % (337595/1675664) with  [20683 Hz]   ETA 00:01:04         
RooUtil:: \|====................| 20.2 % (339235/1675664) with  [20648 Hz]   ETA 00:01:04         
RooUtil:: ||====................| 20.5 % (342791/1675664) with  [20696 Hz]   ETA 00:01:04         
RooUtil:: /|====................| 20.5 % (343621/1675664) with  [20709 Hz]   ETA 00:01:04         
RooUtil:: -|====................| 20.5 % (343787/1675664) with  [20717 Hz]   ETA 00:01:04         
RooUtil:: \|====................| 20.5 % (343953/1675664) with  [20724 Hz]   ETA 00:01:04         
RooUtil:: ||====................| 20.5 % (344036/1675664) with  [20728 Hz]   ETA 00:01:04         
RooUtil:: /|====................| 20.5 % (344119/1675664) with  [20731 Hz]   ETA 00:01:04         
RooUtil:: -|====................| 20.5 % (344202/1675664) with  [20734 Hz]   ETA 00:01:04         
RooUtil:: \|====................| 20.8 % (348349/1675664) with  [20792 Hz]   ETA 00:01:03         
RooUtil:: ||====................| 20.8 % (349357/1675664) with  [20828 Hz]   ETA 00:01:03         
RooUtil:: /|====................| 20.9 % (349945/1675664) with  [20790 Hz]   ETA 00:01:03         
RooUtil:: -|====................| 21.1 % (353516/1675664) with  [20841 Hz]   ETA 00:01:03         
RooUtil:: \|====................| 21.1 % (354366/1675664) with  [20835 Hz]   ETA 00:01:03         
RooUtil:: ||====................| 21.4 % (358449/1675664) with  [20890 Hz]   ETA 00:01:03         
RooUtil:: /|====................| 21.4 % (359395/1675664) with  [20908 Hz]   ETA 00:01:02         
RooUtil:: -|====................| 21.5 % (359653/1675664) with  [20917 Hz]   ETA 00:01:02         
RooUtil:: \|====................| 21.5 % (359825/1675664) with  [20925 Hz]   ETA 00:01:02         
RooUtil:: ||====................| 21.5 % (359997/1675664) with  [20932 Hz]   ETA 00:01:02         
RooUtil:: /|====................| 21.5 % (360083/1675664) with  [20934 Hz]   ETA 00:01:02         
RooUtil:: -|====................| 21.7 % (364270/1675664) with  [20967 Hz]   ETA 00:01:02         
RooUtil:: \|====................| 21.8 % (364879/1675664) with  [20964 Hz]   ETA 00:01:02         
RooUtil:: ||====................| 22.0 % (368985/1675664) with  [21013 Hz]   ETA 00:01:02         
RooUtil:: /|====................| 22.1 % (369865/1675664) with  [21003 Hz]   ETA 00:01:02         
RooUtil:: -|====................| 22.3 % (373890/1675664) with  [21045 Hz]   ETA 00:01:01         
RooUtil:: \|====................| 22.4 % (374691/1675664) with  [21071 Hz]   ETA 00:01:01         
RooUtil:: ||====................| 22.4 % (375136/1675664) with  [21081 Hz]   ETA 00:01:01         
RooUtil:: /|====................| 22.4 % (375314/1675664) with  [21076 Hz]   ETA 00:01:01         
RooUtil:: -|====................| 22.6 % (379441/1675664) with  [21122 Hz]   ETA 00:01:01         
RooUtil:: \|====................| 22.7 % (380251/1675664) with  [21113 Hz]   ETA 00:01:01         
RooUtil:: ||====................| 22.9 % (384294/1675664) with  [21172 Hz]   ETA 00:01:00         
RooUtil:: /|====................| 23.0 % (385386/1675664) with  [21162 Hz]   ETA 00:01:00         
RooUtil:: -|====................| 23.2 % (389437/1675664) with  [21206 Hz]   ETA 00:01:00         
RooUtil:: \|====................| 23.3 % (390265/1675664) with  [21216 Hz]   ETA 00:01:00         
RooUtil:: ||====................| 23.3 % (390449/1675664) with  [21223 Hz]   ETA 00:01:00         
RooUtil:: /|====................| 23.3 % (390541/1675664) with  [21227 Hz]   ETA 00:01:00         
RooUtil:: -|====................| 23.3 % (390633/1675664) with  [21231 Hz]   ETA 00:01:00         
RooUtil:: \|====................| 23.3 % (390725/1675664) with  [21234 Hz]   ETA 00:01:00         
RooUtil:: ||====................| 23.6 % (394972/1675664) with  [21255 Hz]   ETA 00:01:00         
RooUtil:: /|====................| 23.6 % (395437/1675664) with  [21272 Hz]   ETA 00:01:00         
RooUtil:: -|====................| 23.6 % (395716/1675664) with  [21283 Hz]   ETA 00:01:00         
RooUtil:: \|====................| 23.6 % (395902/1675664) with  [21276 Hz]   ETA 00:01:00         
RooUtil:: ||====................| 23.9 % (400065/1675664) with  [21272 Hz]   ETA 00:00:59         
RooUtil:: /|====................| 24.1 % (404226/1675664) with  [21336 Hz]   ETA 00:00:59         
RooUtil:: -|====................| 24.2 % (405461/1675664) with  [21362 Hz]   ETA 00:00:59         
RooUtil:: \|====................| 24.2 % (405936/1675664) with  [21379 Hz]   ETA 00:00:59         
RooUtil:: ||====................| 24.2 % (406221/1675664) with  [21390 Hz]   ETA 00:00:59         
RooUtil:: /|====................| 24.3 % (406506/1675664) with  [21401 Hz]   ETA 00:00:59         
RooUtil:: -|====................| 24.3 % (406696/1675664) with  [21407 Hz]   ETA 00:00:59         
RooUtil:: \|====................| 24.3 % (406791/1675664) with  [21411 Hz]   ETA 00:00:59         
RooUtil:: ||====................| 24.3 % (406886/1675664) with  [21400 Hz]   ETA 00:00:59         
RooUtil:: /|====................| 24.5 % (410977/1675664) with  [21427 Hz]   ETA 00:00:59         
RooUtil:: -|====................| 24.6 % (411457/1675664) with  [21427 Hz]   ETA 00:00:58         
RooUtil:: \|====................| 24.8 % (415743/1675664) with  [21440 Hz]   ETA 00:00:58         
RooUtil:: ||====................| 24.8 % (416034/1675664) with  [21451 Hz]   ETA 00:00:58         
RooUtil:: /|====................| 24.8 % (416228/1675664) with  [21442 Hz]   ETA 00:00:58         
RooUtil:: -|=====...............| 25.1 % (420323/1675664) with  [21495 Hz]   ETA 00:00:58         
RooUtil:: \|=====...............| 25.1 % (421401/1675664) with  [21519 Hz]   ETA 00:00:58         
RooUtil:: ||=====...............| 25.2 % (421793/1675664) with  [21532 Hz]   ETA 00:00:58         
RooUtil:: /|=====...............| 25.2 % (422087/1675664) with  [21517 Hz]   ETA 00:00:58         
RooUtil:: -|=====...............| 25.4 % (426097/1675664) with  [21544 Hz]   ETA 00:00:57         
RooUtil:: \|=====...............| 25.5 % (426592/1675664) with  [21545 Hz]   ETA 00:00:57         
RooUtil:: ||=====...............| 25.5 % (426691/1675664) with  [21548 Hz]   ETA 00:00:57         
RooUtil:: /|=====...............| 25.7 % (431001/1675664) with  [21590 Hz]   ETA 00:00:57         
RooUtil:: -|=====...............| 25.8 % (431901/1675664) with  [21601 Hz]   ETA 00:00:57         
RooUtil:: \|=====...............| 25.8 % (432101/1675664) with  [21608 Hz]   ETA 00:00:57         
RooUtil:: ||=====...............| 25.8 % (432201/1675664) with  [21612 Hz]   ETA 00:00:57         
RooUtil:: /|=====...............| 25.8 % (432301/1675664) with  [21615 Hz]   ETA 00:00:57         
RooUtil:: -|=====...............| 25.8 % (432401/1675664) with  [21619 Hz]   ETA 00:00:57         
RooUtil:: \|=====...............| 26.1 % (436725/1675664) with  [21650 Hz]   ETA 00:00:57         
RooUtil:: ||=====...............| 26.1 % (437432/1675664) with  [21633 Hz]   ETA 00:00:57         
RooUtil:: /|=====...............| 26.3 % (441355/1675664) with  [21663 Hz]   ETA 00:00:56         
RooUtil:: -|=====...............| 26.4 % (441967/1675664) with  [21653 Hz]   ETA 00:00:56         
RooUtil:: \|=====...............| 26.6 % (446094/1675664) with  [21687 Hz]   ETA 00:00:56         
RooUtil:: ||=====...............| 26.7 % (446815/1675664) with  [21712 Hz]   ETA 00:00:56         
RooUtil:: /|=====...............| 26.7 % (447330/1675664) with  [21729 Hz]   ETA 00:00:56         
RooUtil:: -|=====...............| 26.7 % (447639/1675664) with  [21726 Hz]   ETA 00:00:56         
RooUtil:: \|=====...............| 27.0 % (451985/1675664) with  [21693 Hz]   ETA 00:00:56         
RooUtil:: ||=====...............| 27.2 % (455596/1675664) with  [21711 Hz]   ETA 00:00:56         
RooUtil:: /|=====...............| 27.2 % (456016/1675664) with  [21724 Hz]   ETA 00:00:56         
RooUtil:: -|=====...............| 27.2 % (456226/1675664) with  [21718 Hz]   ETA 00:00:56         
RooUtil:: \|=====...............| 27.5 % (460465/1675664) with  [21754 Hz]   ETA 00:00:55         
RooUtil:: ||=====...............| 27.5 % (461207/1675664) with  [21749 Hz]   ETA 00:00:55         
RooUtil:: /|=====...............| 27.8 % (465451/1675664) with  [21785 Hz]   ETA 00:00:55         
RooUtil:: -|=====...............| 27.8 % (466307/1675664) with  [21776 Hz]   ETA 00:00:55         
RooUtil:: \|=====...............| 28.1 % (470449/1675664) with  [21820 Hz]   ETA 00:00:55         
RooUtil:: ||=====...............| 28.1 % (471421/1675664) with  [21825 Hz]   ETA 00:00:55         
RooUtil:: /|=====...............| 28.1 % (471529/1675664) with  [21827 Hz]   ETA 00:00:55         
RooUtil:: -|=====...............| 28.4 % (475895/1675664) with  [21867 Hz]   ETA 00:00:54         
RooUtil:: \|=====...............| 28.5 % (476767/1675664) with  [21875 Hz]   ETA 00:00:54         
RooUtil:: ||=====...............| 28.5 % (476985/1675664) with  [21849 Hz]   ETA 00:00:54         
RooUtil:: /|=====...............| 28.7 % (480701/1675664) with  [21872 Hz]   ETA 00:00:54         
RooUtil:: -|=====...............| 28.7 % (481251/1675664) with  [21877 Hz]   ETA 00:00:54         
RooUtil:: \|=====...............| 28.7 % (481361/1675664) with  [21880 Hz]   ETA 00:00:54         
RooUtil:: ||=====...............| 28.7 % (481471/1675664) with  [21884 Hz]   ETA 00:00:54         
RooUtil:: /|=====...............| 29.0 % (485848/1675664) with  [21921 Hz]   ETA 00:00:54         
RooUtil:: -|=====...............| 29.0 % (486736/1675664) with  [21934 Hz]   ETA 00:00:54         
RooUtil:: \|=====...............| 29.1 % (486958/1675664) with  [21941 Hz]   ETA 00:00:54         
RooUtil:: ||=====...............| 29.1 % (487180/1675664) with  [21935 Hz]   ETA 00:00:54         
RooUtil:: /|=====...............| 29.3 % (491457/1675664) with  [21963 Hz]   ETA 00:00:53         
RooUtil:: -|=====...............| 29.4 % (492017/1675664) with  [21968 Hz]   ETA 00:00:53         
RooUtil:: \|=====...............| 29.4 % (492129/1675664) with  [21969 Hz]   ETA 00:00:53         
RooUtil:: ||=====...............| 29.6 % (496523/1675664) with  [21997 Hz]   ETA 00:00:53         
RooUtil:: /|=====...............| 29.7 % (497201/1675664) with  [22007 Hz]   ETA 00:00:53         
RooUtil:: -|=====...............| 29.7 % (497427/1675664) with  [22014 Hz]   ETA 00:00:53         
RooUtil:: \|=====...............| 29.7 % (497540/1675664) with  [22016 Hz]   ETA 00:00:53         
RooUtil:: ||=====...............| 29.7 % (497653/1675664) with  [22020 Hz]   ETA 00:00:53         
RooUtil:: /|=====...............| 29.7 % (497766/1675664) with  [22023 Hz]   ETA 00:00:53         
RooUtil:: -|=====...............| 30.0 % (502171/1675664) with  [22026 Hz]   ETA 00:00:53         
RooUtil:: \|=====...............| 30.0 % (502285/1675664) with  [22028 Hz]   ETA 00:00:53         
RooUtil:: ||======..............| 30.2 % (506691/1675664) with  [22041 Hz]   ETA 00:00:53         
RooUtil:: /|======..............| 30.3 % (507036/1675664) with  [22052 Hz]   ETA 00:00:52         
RooUtil:: -|======..............| 30.3 % (507266/1675664) with  [22058 Hz]   ETA 00:00:52         
RooUtil:: \|======..............| 30.3 % (507381/1675664) with  [22061 Hz]   ETA 00:00:52         
RooUtil:: ||======..............| 30.3 % (507496/1675664) with  [22065 Hz]   ETA 00:00:52         
RooUtil:: /|======..............| 30.3 % (507611/1675664) with  [22068 Hz]   ETA 00:00:52         
RooUtil:: -|======..............| 30.6 % (512025/1675664) with  [22105 Hz]   ETA 00:00:52         
RooUtil:: \|======..............| 30.6 % (512953/1675664) with  [22110 Hz]   ETA 00:00:52         
RooUtil:: ||======..............| 30.6 % (513069/1675664) with  [22113 Hz]   ETA 00:00:52         
RooUtil:: /|======..............| 30.9 % (517492/1675664) with  [22136 Hz]   ETA 00:00:52         
RooUtil:: -|======..............| 30.9 % (518077/1675664) with  [22141 Hz]   ETA 00:00:52         
RooUtil:: \|======..............| 30.9 % (518194/1675664) with  [22116 Hz]   ETA 00:00:52         
RooUtil:: ||======..............| 31.2 % (522033/1675664) with  [22148 Hz]   ETA 00:00:52         
RooUtil:: /|======..............| 31.2 % (522741/1675664) with  [22156 Hz]   ETA 00:00:52         
RooUtil:: -|======..............| 31.2 % (522977/1675664) with  [22163 Hz]   ETA 00:00:52         
RooUtil:: \|======..............| 31.2 % (523095/1675664) with  [22167 Hz]   ETA 00:00:51         
RooUtil:: ||======..............| 31.2 % (523213/1675664) with  [22171 Hz]   ETA 00:00:51         
RooUtil:: /|======..............| 31.2 % (523331/1675664) with  [22173 Hz]   ETA 00:00:51         
RooUtil:: -|======..............| 31.5 % (527766/1675664) with  [22189 Hz]   ETA 00:00:51         
RooUtil:: \|======..............| 31.5 % (528123/1675664) with  [22199 Hz]   ETA 00:00:51         
RooUtil:: ||======..............| 31.5 % (528361/1675664) with  [22192 Hz]   ETA 00:00:51         
RooUtil:: /|======..............| 31.8 % (532681/1675664) with  [22228 Hz]   ETA 00:00:51         
RooUtil:: -|======..............| 31.8 % (533521/1675664) with  [22253 Hz]   ETA 00:00:51         
RooUtil:: \|======..............| 31.9 % (534121/1675664) with  [22237 Hz]   ETA 00:00:51         
RooUtil:: ||======..............| 32.1 % (538209/1675664) with  [22262 Hz]   ETA 00:00:51         
RooUtil:: /|======..............| 32.2 % (538814/1675664) with  [22245 Hz]   ETA 00:00:51         
RooUtil:: -|======..............| 32.4 % (542901/1675664) with  [22281 Hz]   ETA 00:00:50         
RooUtil:: \|======..............| 32.5 % (543755/1675664) with  [22280 Hz]   ETA 00:00:50         
RooUtil:: ||======..............| 32.7 % (548212/1675664) with  [22314 Hz]   ETA 00:00:50         
RooUtil:: /|======..............| 32.8 % (548950/1675664) with  [22333 Hz]   ETA 00:00:50         
RooUtil:: -|======..............| 32.8 % (549442/1675664) with  [22326 Hz]   ETA 00:00:50         
RooUtil:: \|======..............| 33.0 % (553785/1675664) with  [22349 Hz]   ETA 00:00:50         
RooUtil:: ||======..............| 33.1 % (554281/1675664) with  [22358 Hz]   ETA 00:00:50         
RooUtil:: /|======..............| 33.1 % (554529/1675664) with  [22365 Hz]   ETA 00:00:50         
